vendor_id,vendor_name,category,region,country,diversity_classification,is_preferred,is_strategic,risk_score,risk_tier,onboarded_date,vendor_tenure_years,lifetime_po_count,lifetime_spend,first_po_date,last_po_date,days_since_last_po,total_contracts,active_contracts,latest_contract_end_date,vendor_activity_status,has_active_contract
V00303,"Hansen, Barnett and Gomez",Logistics,Latin America,Brazil,Minority-Owned,False,False,41,Medium,2020-05-19,6,1,15265.44,2025-01-24,2025-01-24,600.0,1,0,2026-06-27,Dormant,False
V00304,"Williams, Smith and Morse",MRO,Europe,Germany,,False,False,30,Low,2023-03-04,3,2,9850.74,2025-08-10,2025-12-23,267.0,0,0,,Dormant,False
V00305,"Patterson, Sullivan and Bowman",IT Services,Latin America,Argentina,,False,False,36,Low,2019-09-27,7,13,517536.7,2024-01-27,2025-12-31,259.0,1,0,2024-01-06,Dormant,False
V00306,Smith-Nguyen,Raw Materials,Latin America,Argentina,,False,False,31,Low,2022-10-21,4,11,183145.47,2024-02-02,2025-12-11,279.0,1,0,2025-11-02,Dormant,False
V00307,"Stevens, Norris and Cox",Raw Materials,Asia Pacific,Japan,,False,False,6,Low,2020-08-14,6,2,8661.96,2024-06-04,2024-06-16,822.0,0,0,,Dormant,False
V00308,Sanchez PLC,Raw Materials,Europe,France,,False,False,21,Low,2020-05-26,6,12,402632.55,2024-10-31,2025-12-22,268.0,2,0,2024-12-07,Dormant,False
V00309,Foster LLC,Raw Materials,Latin America,Chile,,False,False,42,Medium,2022-06-22,4,2,40227.44,2024-03-09,2025-07-05,438.0,0,0,,Dormant,False
V00310,Cook and Sons,Professional Services,Latin America,Chile,Minority-Owned,False,False,8,Low,2018-06-17,8,1,19769.06,2025-11-09,2025-11-09,311.0,0,0,,Dormant,False
V00311,"Wilson, Hicks and Bullock",Professional Services,Asia Pacific,China,,False,False,24,Low,2020-02-05,6,14,265715.93,2024-04-26,2025-12-26,264.0,2,1,2027-10-09,Dormant,True
V00312,"Mullen, Brewer and Hernandez",Raw Materials,Europe,Italy,,False,False,10,Low,2018-08-14,8,12,156020.9,2024-03-05,2025-12-12,278.0,2,0,2026-02-10,Dormant,False
V00313,Gonzalez-Morrison,IT Services,Europe,UK,,False,False,39,Low,2022-07-23,4,9,169117.19,2024-01-05,2025-10-03,348.0,3,1,2028-04-15,Dormant,True
V00314,"Jones, Bean and Burton",Professional Services,North America,Canada,,False,False,25,Low,2020-10-13,6,1,12928.04,2024-02-10,2024-02-10,949.0,0,0,,Dormant,False
V00315,"Wolf, Cole and Glass",IT Services,Europe,Netherlands,,False,False,38,Low,2021-05-21,5,6,190113.64,2024-03-31,2025-03-02,563.0,3,1,2028-05-16,Dormant,True
V00316,"Downs, Morris and Maddox",Logistics,Asia Pacific,Japan,,True,False,36,Low,2019-11-24,7,0,0.0,,,,0,0,,Inactive,False
V00317,Jones-Ramos,Logistics,Europe,Italy,,False,True,58,Medium,2019-10-26,7,9,139773.51,2024-04-30,2025-10-27,324.0,2,1,2027-01-11,Dormant,True
V00318,Vargas-Bell,Facilities,Latin America,Brazil,Women-Owned,True,False,56,Medium,2018-06-12,8,12,37956.26,2024-02-16,2025-10-01,350.0,2,0,2026-01-15,Dormant,False
V00319,Hayes-Brown,Marketing,Europe,France,Women-Owned,True,False,8,Low,2022-12-27,4,11,48558.17,2024-04-29,2025-11-21,299.0,3,1,2027-02-24,Dormant,True
V00320,Newman Inc,IT Services,Asia Pacific,Japan,,False,False,34,Low,2021-09-08,5,1,16306.93,2025-05-31,2025-05-31,473.0,0,0,,Dormant,False
V00321,"Cruz, Carpenter and Best",Capital Equipment,Europe,Italy,,False,False,60,Medium,2022-06-07,4,6,392384.64,2024-01-01,2025-11-24,296.0,3,1,2027-11-10,Dormant,True
V00322,Cole PLC,IT Services,Latin America,Argentina,,False,False,31,Low,2021-11-28,5,15,271727.12,2024-03-18,2025-12-10,280.0,2,2,2027-05-03,Dormant,True
V00323,Jacobs-Mason,Marketing,Europe,UK,,False,False,64,Medium,2023-09-29,3,21,94997.64,2024-02-08,2025-12-26,264.0,3,3,2028-03-25,Dormant,True
V00324,Garcia-Nolan,Raw Materials,Asia Pacific,China,,True,False,22,Low,2020-01-23,6,10,219026.38,2024-04-14,2025-12-17,273.0,2,0,2025-10-17,Dormant,False
V00325,"Miller, Lucas and Williams",Raw Materials,Europe,Germany,,False,False,45,Medium,2022-03-30,4,15,189322.58,2024-04-02,2025-10-31,320.0,2,0,2026-08-09,Dormant,False
V00326,Warren-Bishop,Facilities,Asia Pacific,Australia,,True,False,59,Medium,2020-03-07,6,14,96575.44,2024-02-03,2025-11-08,312.0,1,1,2028-06-25,Dormant,True
V00327,Hughes-Schroeder,Logistics,North America,Mexico,,False,False,13,Low,2022-01-26,4,2,12574.81,2024-02-24,2025-02-16,577.0,0,0,,Dormant,False
V00328,Mccormick Ltd,Raw Materials,Asia Pacific,China,,False,False,23,Low,2020-01-03,6,11,194250.82,2024-02-01,2025-11-11,309.0,2,0,2025-11-24,Dormant,False
V00329,Davis-Gregory,Professional Services,Europe,Netherlands,,False,False,60,Medium,2019-09-15,7,2,14828.05,2024-03-31,2024-10-08,708.0,0,0,,Dormant,False
V00330,"York, Brandt and Morrison",Professional Services,Latin America,Argentina,Minority-Owned,False,False,29,Low,2018-11-26,8,11,447817.42,2024-03-25,2025-12-08,282.0,2,1,2027-05-18,Dormant,True
V00331,Aguilar and Sons,Logistics,North America,Mexico,,False,True,40,Medium,2023-07-01,3,1,9306.24,2024-07-03,2024-07-03,805.0,0,0,,Dormant,False
V00332,Ponce-Hale,Raw Materials,North America,Mexico,Women-Owned,False,False,45,Medium,2020-05-08,6,10,140823.15,2024-04-14,2025-12-05,285.0,1,0,2025-09-12,Dormant,False
V00333,"Fletcher, Miller and Hansen",IT Services,Latin America,Brazil,,False,False,18,Low,2021-11-10,5,13,379842.18,2024-01-07,2025-11-02,318.0,2,1,2027-04-17,Dormant,True
V00334,Li-Santiago,Capital Equipment,Latin America,Brazil,,False,False,41,Medium,2022-12-21,4,4,85676.93,2024-09-01,2025-12-14,276.0,2,1,2026-12-04,Dormant,True
V00335,"Osborn, Gaines and Davis",IT Services,Latin America,Argentina,Minority-Owned,False,False,34,Low,2022-01-08,4,13,503095.11,2024-04-09,2025-12-12,278.0,2,0,2026-02-20,Dormant,False
V00336,"Cox, Cox and White",Marketing,Europe,Italy,,False,False,17,Low,2019-04-15,7,16,81242.65,2024-09-16,2025-12-30,260.0,1,0,2024-05-11,Dormant,False
V00337,Lee-Cooke,Raw Materials,North America,USA,Small Business,False,False,20,Low,2018-12-06,8,17,277755.99,2024-01-02,2025-12-28,262.0,1,0,2026-01-10,Dormant,False
V00338,Richard-Garcia,IT Services,Europe,Netherlands,,False,False,60,Medium,2022-08-16,4,4,101830.83,2024-02-12,2025-03-17,548.0,0,0,,Dormant,False
V00339,"Stephenson, Johnson and Rogers",Facilities,Latin America,Chile,,False,False,14,Low,2022-08-06,4,10,51533.04,2024-01-09,2025-12-29,261.0,1,0,2026-02-21,Dormant,False
V00340,Harper and Sons,IT Services,Asia Pacific,China,,False,False,43,Medium,2018-12-22,8,2,20304.36,2024-10-30,2025-02-11,582.0,0,0,,Dormant,False
V00341,"Wise, Lamb and Martin",MRO,Europe,Germany,,False,False,30,Low,2020-08-16,6,17,67647.7,2024-01-01,2025-12-08,282.0,1,0,2026-05-09,Dormant,False
V00342,Diaz-Ball,MRO,Latin America,Argentina,,False,False,45,Medium,2023-10-25,3,12,70318.88,2024-01-02,2025-10-29,322.0,2,0,2026-03-21,Dormant,False
V00343,"Mitchell, Goodman and Cole",IT Services,Europe,Germany,,False,False,42,Medium,2021-03-15,5,10,268503.3,2024-02-13,2025-12-14,276.0,1,0,2026-03-22,Dormant,False
V00344,Sheppard-Mueller,Facilities,North America,USA,,True,True,27,Low,2023-06-03,3,1,2589.34,2024-05-11,2024-05-11,858.0,0,0,,Dormant,False
V00345,Richardson PLC,Raw Materials,North America,USA,,False,False,18,Low,2023-11-26,3,3,21982.4,2024-07-20,2025-12-21,269.0,0,0,,Dormant,False
V00346,Hammond-Strickland,IT Services,North America,USA,,False,False,55,Medium,2021-01-06,5,3,89912.25,2024-04-16,2025-11-19,301.0,0,0,,Dormant,False
V00347,Burch-Montoya,MRO,Asia Pacific,Australia,,False,False,50,Medium,2022-10-21,4,12,65338.69,2024-03-16,2025-07-03,440.0,1,1,2026-11-16,Dormant,True
V00348,Salas Inc,Professional Services,Europe,Italy,,False,True,32,Low,2021-11-05,5,12,246539.91,2024-03-17,2025-11-21,299.0,2,1,2028-06-21,Dormant,True
V00349,Spencer-Garcia,Facilities,Europe,Netherlands,,True,False,29,Low,2023-01-27,3,2,20751.22,2024-03-18,2025-12-21,269.0,0,0,,Dormant,False
V00350,Mitchell and Sons,Logistics,Latin America,Argentina,,False,False,12,Low,2019-08-21,7,3,57568.53,2024-07-26,2025-11-11,309.0,1,0,2026-02-15,Dormant,False
V00351,"Hernandez, Kim and Potts",Professional Services,Latin America,Brazil,Minority-Owned,False,False,44,Medium,2019-05-02,7,0,0.0,,,,0,0,,Inactive,False
V00352,Wilkerson-Arias,Marketing,North America,Mexico,,False,False,57,Medium,2020-06-27,6,13,102657.2,2024-03-24,2025-12-29,261.0,2,0,2025-07-09,Dormant,False
V00353,Shaw-Young,Professional Services,Asia Pacific,India,,True,False,12,Low,2023-12-19,3,16,493150.69,2024-02-12,2025-12-01,289.0,3,1,2026-11-16,Dormant,True
V00354,Walker-Flores,Professional Services,Europe,Germany,,False,False,14,Low,2018-08-05,8,22,612514.01,2024-01-17,2025-12-30,260.0,1,0,2025-02-24,Dormant,False
V00355,"Santos, Moody and Taylor",Capital Equipment,Europe,Italy,,False,False,18,Low,2019-09-21,7,10,258883.13,2024-01-08,2025-10-04,347.0,3,1,2028-04-26,Dormant,True
V00356,Horton-Taylor,Capital Equipment,Asia Pacific,Japan,Veteran-Owned,True,False,19,Low,2022-03-26,4,13,575504.41,2024-02-02,2025-12-25,265.0,2,0,2026-05-13,Dormant,False
V00357,Gilbert-Bullock,Travel,North America,Mexico,Small Business,False,False,27,Low,2018-02-11,8,19,155799.74,2024-02-20,2025-12-04,286.0,2,0,2026-05-21,Dormant,False
V00358,Conley PLC,Logistics,Europe,Netherlands,Women-Owned,False,False,25,Low,2023-08-22,3,9,130379.51,2024-02-09,2025-12-31,259.0,2,1,2026-12-14,Dormant,True
V00359,"Rose, Rodriguez and Roberts",Professional Services,Asia Pacific,Japan,,False,False,11,Low,2019-10-22,7,12,274014.97,2024-06-25,2025-12-13,277.0,3,1,2026-11-13,Dormant,True
V00360,Allen Ltd,IT Services,Latin America,Chile,Women-Owned,False,False,58,Medium,2022-10-05,4,3,30989.67,2024-06-09,2024-11-23,662.0,0,0,,Dormant,False
V00361,Brown-Copeland,Raw Materials,Europe,UK,,False,False,14,Low,2020-12-30,6,13,222849.57,2024-05-24,2025-12-20,270.0,1,0,2026-04-14,Dormant,False
V00362,"Smith, Robertson and Allen",MRO,Asia Pacific,India,,False,False,26,Low,2018-11-11,8,19,93511.01,2024-01-23,2025-12-27,263.0,3,1,2028-03-07,Dormant,True
V00363,Smith-Gomez,Professional Services,Asia Pacific,Japan,,False,False,16,Low,2021-06-03,5,12,352014.13,2024-03-06,2025-11-09,311.0,1,1,2027-02-22,Dormant,True
V00364,Beck Inc,MRO,Latin America,Brazil,,False,False,50,Medium,2021-02-20,5,2,10524.5,2024-02-19,2024-04-10,889.0,0,0,,Dormant,False
V00365,Jones-Fox,Raw Materials,Europe,Italy,Small Business,False,False,21,Low,2021-01-16,5,9,153069.5,2024-03-12,2025-09-08,373.0,1,0,2025-09-10,Dormant,False
V00366,"Spencer, Myers and Harrison",Marketing,North America,Mexico,,True,False,30,Low,2021-10-24,5,11,73747.26,2024-02-17,2025-12-08,282.0,2,1,2027-01-16,Dormant,True
V00367,King-Smith,Logistics,North America,Mexico,,False,False,60,Medium,2022-09-23,4,2,23937.04,2024-02-23,2024-08-17,760.0,0,0,,Dormant,False
V00368,Allen-Sandoval,IT Services,Latin America,Argentina,,True,False,22,Low,2018-08-16,8,369,10770472.4,2024-01-01,2025-12-30,260.0,2,2,2027-09-18,Dormant,True
V00369,"Moss, Cook and Williams",IT Services,Asia Pacific,Australia,Veteran-Owned,True,False,33,Low,2021-04-10,5,15,585481.11,2024-04-25,2025-12-19,271.0,1,1,2027-06-21,Dormant,True
V00370,"Thompson, Maxwell and Marshall",Logistics,Europe,Germany,Women-Owned,False,False,15,Low,2022-03-03,4,13,216657.79,2024-01-30,2025-11-21,299.0,3,2,2027-09-05,Dormant,True
V00371,"White, Taylor and Baldwin",Logistics,Asia Pacific,Japan,,False,False,26,Low,2023-08-29,3,4,62151.35,2024-01-26,2025-04-09,525.0,1,0,2026-01-24,Dormant,False
V00372,Carter Inc,Professional Services,Europe,UK,,False,True,38,Low,2022-09-29,4,20,432877.06,2024-01-25,2025-12-15,275.0,2,2,2027-06-10,Dormant,True
V00373,Stewart LLC,Office Supplies,North America,USA,,False,False,12,Low,2021-02-02,5,3,20654.49,2024-03-22,2025-09-21,360.0,0,0,,Dormant,False
V00374,"Kennedy, Johnson and Lucas",Logistics,Europe,Germany,,False,False,23,Low,2019-09-19,7,8,164496.71,2024-04-30,2025-09-14,367.0,2,0,2026-01-27,Dormant,False
V00375,Glenn LLC,Raw Materials,North America,Mexico,Women-Owned,False,False,33,Low,2019-08-22,7,13,223330.67,2024-04-09,2025-12-12,278.0,1,1,2027-08-24,Dormant,True
V00376,Kim-Ross,Logistics,Latin America,Chile,,True,False,7,Low,2020-08-21,6,12,200135.52,2024-03-17,2025-11-13,307.0,3,0,2026-08-28,Dormant,False
V00377,Morgan-Lopez,Capital Equipment,North America,USA,Women-Owned,False,False,37,Low,2022-02-24,4,8,465317.83,2024-04-27,2025-12-29,261.0,2,0,2025-09-09,Dormant,False
V00378,Glass-Stone,Raw Materials,Latin America,Brazil,,False,False,31,Low,2022-10-21,4,14,215432.94,2024-01-02,2025-11-26,294.0,3,0,2026-09-04,Dormant,False
V00379,"Coleman, Jordan and Carney",Marketing,Asia Pacific,Singapore,,True,False,19,Low,2019-01-31,7,11,63602.38,2024-01-09,2025-10-13,338.0,2,0,2026-03-03,Dormant,False
V00380,Morris-Miller,MRO,Asia Pacific,China,,False,True,28,Low,2021-12-18,5,3,24401.77,2024-01-02,2024-09-28,718.0,0,0,,Dormant,False
V00381,Griffin-Robbins,Logistics,Latin America,Chile,,False,False,60,Medium,2018-12-31,8,6,114521.29,2024-01-08,2025-12-07,283.0,2,2,2027-05-04,Dormant,True
V00382,Bell-Williams,Raw Materials,Asia Pacific,Australia,Women-Owned,False,False,9,Low,2023-03-21,3,13,215505.78,2024-01-04,2025-10-19,332.0,2,2,2027-12-25,Dormant,True
V00383,Mendez-Graham,Logistics,North America,Mexico,,False,True,27,Low,2021-11-01,5,10,79196.99,2024-03-24,2025-12-01,289.0,2,0,2025-08-21,Dormant,False
V00384,Jones Ltd,Professional Services,Latin America,Argentina,Minority-Owned,False,False,50,Medium,2020-06-08,6,9,231040.81,2024-09-05,2025-12-30,260.0,2,0,2025-01-26,Dormant,False
V00385,"Owen, Shelton and Cisneros",Professional Services,North America,USA,Women-Owned,False,False,15,Low,2018-11-09,8,15,751696.79,2024-01-03,2025-12-27,263.0,1,1,2027-09-03,Dormant,True
V00386,"Gregory, Kim and Martinez",IT Services,North America,USA,,False,False,21,Low,2019-06-01,7,0,0.0,,,,0,0,,Inactive,False
V00387,"Diaz, Reyes and Bradley",IT Services,North America,Canada,,False,False,46,Medium,2021-08-18,5,16,778444.48,2024-02-25,2025-12-31,259.0,3,1,2026-12-15,Dormant,True
V00388,"Cole, Watson and Wallace",Capital Equipment,North America,Canada,,False,False,27,Low,2018-06-18,8,0,0.0,,,,0,0,,Inactive,False
V00389,Moreno Group,Raw Materials,Europe,Italy,,False,False,18,Low,2019-11-20,7,13,254499.54,2024-01-11,2025-11-13,307.0,1,1,2027-01-15,Dormant,True
V00390,Wright-Wilson,Professional Services,Asia Pacific,Singapore,,False,False,11,Low,2022-05-31,4,3,82494.51,2025-04-12,2025-11-07,313.0,0,0,,Dormant,False
V00391,Holmes-Mcintyre,Professional Services,North America,Canada,,False,False,42,Medium,2018-09-15,8,12,394058.35,2024-03-06,2025-10-31,320.0,2,1,2026-10-02,Dormant,True
V00392,Padilla-Lewis,Raw Materials,Europe,Netherlands,,False,False,64,Medium,2021-09-02,5,11,478246.38,2024-01-03,2025-10-19,332.0,3,1,2026-11-04,Dormant,True
V00393,"Hendricks, Henry and Martinez",Professional Services,Latin America,Chile,,False,False,30,Low,2023-02-11,3,17,519530.68,2024-01-18,2025-12-18,272.0,2,0,2026-07-23,Dormant,False
V00394,Thompson-Reeves,Logistics,Europe,France,,False,False,41,Medium,2023-12-25,3,9,162991.69,2024-03-12,2025-11-30,290.0,2,0,2025-12-06,Dormant,False
V00395,"Ponce, Downs and Contreras",Professional Services,Latin America,Chile,,False,False,19,Low,2022-04-03,4,15,432270.28,2024-02-06,2025-11-19,301.0,1,0,2026-03-02,Dormant,False
V00396,"Daniels, Vance and York",Raw Materials,Europe,France,,False,False,13,Low,2022-04-08,4,12,137873.57,2024-10-14,2025-12-30,260.0,1,0,2026-01-03,Dormant,False
V00397,"Little, Leon and Hicks",IT Services,Europe,Italy,Small Business,False,False,9,Low,2018-09-23,8,14,318758.54,2024-06-15,2025-12-04,286.0,2,1,2027-02-07,Dormant,True
V00398,Conner and Sons,IT Services,Latin America,Argentina,,False,False,36,Low,2022-09-27,4,10,356153.07,2024-01-16,2025-11-02,318.0,2,0,2026-02-10,Dormant,False
V00399,Ward PLC,IT Services,Latin America,Argentina,,False,False,50,Medium,2020-03-18,6,14,332407.36,2024-01-23,2025-11-23,297.0,2,0,2026-03-11,Dormant,False
V00400,"Anderson, Henson and Jones",Logistics,Latin America,Chile,,False,False,23,Low,2020-05-21,6,10,241604.16,2024-03-23,2025-10-26,325.0,1,0,2026-05-17,Dormant,False
V00401,"Higgins, Fox and Hammond",Professional Services,Latin America,Argentina,,False,False,40,Medium,2022-12-09,4,7,105974.58,2024-01-20,2025-08-15,397.0,2,1,2027-05-28,Dormant,True
V00402,Martinez LLC,Marketing,North America,USA,,False,False,26,Low,2021-11-07,5,1,1890.55,2024-12-16,2024-12-16,639.0,0,0,,Dormant,False
V00403,Owens-Holmes,Logistics,North America,Mexico,Small Business,False,False,38,Low,2018-10-09,8,184,3211246.57,2024-01-03,2025-12-30,260.0,2,2,2028-03-24,Dormant,True
V00404,"Bowman, White and Burch",MRO,Latin America,Brazil,,False,False,22,Low,2020-08-05,6,1,3910.08,2024-05-31,2024-05-31,838.0,0,0,,Dormant,False
V00405,Guerra PLC,Raw Materials,Europe,Netherlands,,False,False,4,Low,2018-12-02,8,13,175707.54,2024-01-17,2025-12-01,289.0,1,0,2026-01-20,Dormant,False
V00406,Martin Ltd,Logistics,Europe,France,Small Business,False,False,16,Low,2019-05-09,7,8,97394.16,2024-04-01,2025-09-17,364.0,1,0,2025-02-21,Dormant,False
V00407,"Jacobson, Singleton and King",Facilities,North America,USA,Minority-Owned,False,False,19,Low,2021-10-22,5,14,105200.77,2024-03-27,2025-11-29,291.0,1,0,2024-08-01,Dormant,False
V00408,"Hill, Weber and Mendez",Professional Services,Europe,Italy,,False,False,26,Low,2018-07-24,8,17,509774.92,2024-01-05,2025-12-22,268.0,1,1,2028-03-06,Dormant,True
V00409,"Jackson, David and Moore",Logistics,Asia Pacific,China,,False,False,35,Low,2021-12-13,5,8,188761.35,2024-07-07,2025-11-24,296.0,1,0,2026-05-22,Dormant,False
V00410,"Winters, Morgan and Bradshaw",Marketing,North America,Mexico,Minority-Owned,False,False,8,Low,2018-04-01,8,12,75439.87,2024-04-22,2025-12-19,271.0,1,1,2027-01-25,Dormant,True
V00411,Miller Ltd,Raw Materials,Europe,France,,False,False,10,Low,2022-08-16,4,14,260439.09,2024-04-03,2025-12-07,283.0,1,0,2026-03-15,Dormant,False
V00412,Curtis-Wang,Professional Services,Europe,UK,,False,True,24,Low,2020-07-01,6,13,416977.97,2024-01-20,2025-11-19,301.0,2,0,2026-02-19,Dormant,False
V00413,"Johnson, Small and Gardner",Logistics,Europe,Netherlands,,False,False,54,Medium,2021-11-06,5,3,51485.82,2024-03-06,2025-02-02,591.0,2,1,2026-10-27,Dormant,True
V00414,Webb-Ballard,IT Services,North America,Mexico,,False,False,33,Low,2022-02-09,4,2,72723.2,2024-09-29,2025-07-05,438.0,0,0,,Dormant,False
V00415,Chavez-Barker,Professional Services,Latin America,Brazil,,False,False,11,Low,2018-12-13,8,16,393674.32,2024-01-25,2025-12-29,261.0,1,0,2026-06-12,Dormant,False
V00416,Washington-Harris,Logistics,Latin America,Argentina,,True,False,7,Low,2021-08-21,5,12,201348.81,2024-01-06,2025-12-03,287.0,2,1,2026-12-27,Dormant,True
V00417,Hensley-Flores,Raw Materials,Europe,France,Women-Owned,False,False,22,Low,2023-12-04,3,13,220269.61,2024-02-01,2025-12-12,278.0,1,0,2025-12-26,Dormant,False
V00418,Hester-Anderson,Professional Services,Europe,France,,False,False,23,Low,2020-03-22,6,12,173588.78,2024-02-14,2025-12-08,282.0,1,0,2026-06-26,Dormant,False
V00419,"Rodriguez, Allen and Martinez",Professional Services,Europe,Italy,,False,False,46,Medium,2020-09-11,6,14,438366.49,2024-01-31,2025-11-14,306.0,1,1,2027-06-10,Dormant,True
V00420,Davis LLC,Logistics,Europe,Italy,,False,False,10,Low,2023-09-02,3,1,7031.09,2024-08-10,2024-08-10,767.0,0,0,,Dormant,False
V00421,"Barnes, Estes and Barrera",Marketing,North America,Canada,Veteran-Owned,False,False,35,Low,2022-11-17,4,12,105185.79,2024-07-04,2025-11-28,292.0,2,1,2028-01-12,Dormant,True
V00422,"Griffith, Lee and Moore",Professional Services,Latin America,Chile,,False,False,11,Low,2023-12-22,3,18,340521.18,2024-01-12,2025-12-04,286.0,2,0,2026-02-07,Dormant,False
V00423,Jimenez-Parker,Raw Materials,North America,Mexico,,False,False,52,Medium,2018-02-20,8,12,255552.17,2024-02-14,2025-11-13,307.0,2,0,2026-06-14,Dormant,False
V00424,Wagner-Levy,Professional Services,Asia Pacific,India,Minority-Owned,False,False,46,Medium,2019-04-17,7,15,724726.32,2024-01-16,2025-12-29,261.0,2,0,2026-01-14,Dormant,False
V00425,Williams-Campbell,Raw Materials,North America,Mexico,,False,False,44,Medium,2021-08-01,5,10,99081.51,2024-05-12,2025-12-20,270.0,2,2,2027-06-18,Dormant,True
V00426,"Chambers, Mitchell and Smith",Professional Services,North America,Mexico,,False,False,45,Medium,2018-08-24,8,2,7860.97,2025-04-21,2025-10-01,350.0,0,0,,Dormant,False
V00427,Khan Ltd,MRO,Europe,France,Women-Owned,True,False,20,Low,2020-03-12,6,10,35795.7,2024-01-09,2025-08-01,411.0,3,2,2028-06-22,Dormant,True
V00428,Diaz-Morales,Capital Equipment,North America,Canada,Women-Owned,True,False,55,Medium,2021-06-02,5,1,34889.02,2025-11-28,2025-11-28,292.0,0,0,,Dormant,False
V00429,Cox LLC,IT Services,Asia Pacific,Australia,,False,False,24,Low,2018-06-11,8,11,338212.91,2024-02-10,2025-12-28,262.0,2,1,2027-01-20,Dormant,True
V00430,"Cole, Pierce and Bryan",IT Services,Europe,Germany,,False,False,35,Low,2021-09-26,5,20,580404.55,2024-01-14,2025-12-12,278.0,2,0,2026-05-07,Dormant,False
V00431,"Wilson, Hester and Long",IT Services,Asia Pacific,Japan,,False,False,56,Medium,2022-10-07,4,2,44784.31,2024-07-24,2025-06-06,467.0,0,0,,Dormant,False
V00432,Grant-Diaz,Capital Equipment,North America,USA,Veteran-Owned,False,False,6,Low,2018-11-12,8,10,603039.11,2024-04-08,2025-10-07,344.0,2,1,2028-01-24,Dormant,True
V00433,"Hicks, Porter and Williams",Office Supplies,Europe,UK,,False,False,47,Medium,2018-10-28,8,16,97082.59,2024-02-28,2025-12-06,284.0,2,1,2026-12-24,Dormant,True
V00434,Brock-Stone,MRO,Latin America,Chile,,False,False,36,Low,2018-11-23,8,19,122787.69,2024-03-02,2025-12-27,263.0,1,1,2027-08-10,Dormant,True
V00435,"Taylor, Velazquez and Flores",Professional Services,North America,Mexico,Minority-Owned,False,False,40,Medium,2020-05-10,6,1,12072.12,2025-06-02,2025-06-02,471.0,0,0,,Dormant,False
V00436,"Stevenson, Evans and Rogers",MRO,Asia Pacific,Singapore,Veteran-Owned,False,True,14,Low,2022-12-19,4,5,21565.07,2024-01-18,2025-12-01,289.0,0,0,,Dormant,False
V00437,"Burns, Hart and Wells",MRO,North America,Mexico,Veteran-Owned,False,False,14,Low,2018-02-06,8,12,102281.54,2024-01-04,2025-10-10,341.0,1,0,2026-05-29,Dormant,False
V00438,Nunez-Whitney,Capital Equipment,Latin America,Brazil,Veteran-Owned,False,False,26,Low,2021-07-02,5,8,493428.52,2024-02-14,2025-08-13,399.0,1,0,2026-07-03,Dormant,False
V00439,"Wiggins, Soto and Carlson",Professional Services,Asia Pacific,Japan,,True,False,26,Low,2019-08-05,7,13,396697.94,2024-05-17,2025-12-25,265.0,1,0,2024-12-09,Dormant,False
V00440,"Patton, Parsons and Lane",Marketing,North America,USA,,False,False,20,Low,2022-04-29,4,17,54408.77,2024-04-06,2025-12-31,259.0,2,1,2026-12-26,Dormant,True
V00441,"Castillo, Warren and Griffith",IT Services,Europe,Netherlands,,False,False,51,Medium,2022-08-24,4,12,160016.72,2024-01-02,2025-11-22,298.0,3,0,2026-04-27,Dormant,False
V00442,Hernandez-Becker,Office Supplies,Europe,France,,False,False,1,Low,2018-03-11,8,2,5792.24,2024-11-01,2025-11-07,313.0,0,0,,Dormant,False
V00443,"Rodriguez, Smith and Edwards",Logistics,Asia Pacific,China,,False,False,23,Low,2018-11-28,8,5,68167.13,2024-02-17,2025-05-09,495.0,2,0,2025-11-01,Dormant,False
V00444,"Harris, Shaw and Carr",Professional Services,Asia Pacific,India,,True,True,8,Low,2020-10-29,6,1,36980.9,2025-05-12,2025-05-12,492.0,0,0,,Dormant,False
V00445,"Luna, Thornton and Stone",IT Services,North America,USA,,False,False,54,Medium,2021-05-13,5,11,185469.83,2024-11-30,2025-10-28,323.0,2,0,2025-02-23,Dormant,False
V00446,"Mendoza, Bennett and Frye",IT Services,Asia Pacific,China,Small Business,False,False,33,Low,2020-10-03,6,2,29146.7,2025-11-06,2025-12-19,271.0,0,0,,Dormant,False
V00447,"Peterson, Gomez and Ingram",IT Services,Latin America,Brazil,,True,False,22,Low,2022-04-28,4,11,432672.36,2024-05-07,2025-10-08,343.0,2,1,2027-01-18,Dormant,True
V00448,"Lara, Baker and Washington",Capital Equipment,Europe,Netherlands,,False,False,12,Low,2023-09-28,3,11,982811.88,2024-03-07,2025-12-15,275.0,2,1,2027-12-12,Dormant,True
V00449,Grant-Walker,Office Supplies,Europe,Germany,,True,False,32,Low,2023-11-01,3,16,65931.54,2024-03-31,2025-11-22,298.0,1,0,2025-08-10,Dormant,False
V00450,Wise-Bush,Raw Materials,Europe,UK,Women-Owned,False,False,9,Low,2022-02-20,4,17,243829.3,2024-02-07,2025-11-03,317.0,3,0,2025-12-19,Dormant,False
V00451,Stewart-Bailey,IT Services,North America,USA,,False,False,33,Low,2023-08-07,3,9,246044.21,2024-02-09,2025-12-01,289.0,1,0,2026-02-03,Dormant,False
V00452,"Hill, Martinez and Rhodes",Travel,Asia Pacific,India,,False,False,58,Medium,2020-04-11,6,21,71099.88,2024-05-01,2025-12-17,273.0,2,0,2026-08-11,Dormant,False
