vendor_id,vendor_name,vendor_region,vendor_country,vendor_is_preferred,vendor_is_strategic,vendor_diversity_classification,vendor_risk_tier,vendor_risk_score,po_count,total_spend,avg_po_amount,first_po_date,last_po_date,maverick_spend,maverick_po_count,spend_share_pct,spend_rank,spend_tier,cumulative_spend_share_pct
V00326,Warren-Bishop,Asia Pacific,Australia,True,False,,Medium,59,14,96575.44,6898.24571429,2024-02-03,2025-11-08,9475.23,3,0.00080462,313,Tail,0.93900661
V00487,"Ramos, Frazier and Love",Asia Pacific,India,False,False,,Low,18,3,95982.9,31994.3,2025-02-18,2025-12-22,95982.9,3,0.00079968,314,Tail,0.93980629
V00258,Stephens-Levine,Asia Pacific,Japan,False,False,,High,75,2,95320.86,47660.43,2024-06-05,2024-09-24,95320.86,2,0.00079417,315,Tail,0.94060046
V00323,Jacobs-Mason,Europe,UK,False,False,,Medium,64,21,94997.64,4523.69714286,2024-02-08,2025-12-26,20242.31,4,0.00079148,316,Tail,0.94139194
V00259,Hill-Donaldson,Latin America,Brazil,False,True,,Low,25,11,94635.01,8603.18272727,2024-01-01,2025-08-24,10982.58,3,0.00078845,317,Tail,0.94218039
V00469,Nelson-Lamb,North America,Mexico,True,False,,Medium,47,3,93715.84,31238.61333333,2024-09-10,2025-06-19,93715.84,3,0.0007808,318,Tail,0.94296119
V00362,"Smith, Robertson and Allen",Asia Pacific,India,False,False,,Low,26,19,93511.01,4921.63210526,2024-01-23,2025-12-27,4697.1,2,0.00077909,319,Tail,0.94374028
V00086,Moore-Haynes,North America,Canada,False,True,,Low,32,6,92385.58,15397.59666667,2024-04-18,2025-01-03,56321.17,4,0.00076971,320,Tail,0.94450999
V00203,"Hill, Davenport and Baird",Asia Pacific,China,False,True,,Low,12,7,91724.04,13103.43428571,2024-10-17,2025-10-24,41588.32,3,0.0007642,321,Tail,0.94527419
V00198,"Anderson, Roberts and Gilmore",North America,USA,False,True,,Low,15,6,90645.19,15107.53166667,2024-11-09,2025-11-14,0.0,0,0.00075521,322,Tail,0.9460294
V00346,Hammond-Strickland,North America,USA,False,False,,Medium,55,3,89912.25,29970.75,2024-04-16,2025-11-19,89912.25,3,0.00074911,323,Tail,0.94677851
V00180,"Lawrence, Lara and Gonzalez",Europe,Italy,False,True,,Low,12,19,87369.36,4598.38736842,2024-01-01,2025-12-18,30180.03,6,0.00072792,324,Tail,0.94750643
V00077,Martin-Ramos,Latin America,Brazil,False,False,,Medium,45,14,86933.3,6209.52142857,2024-03-07,2025-10-24,4022.53,1,0.00072429,325,Tail,0.94823072
V00257,Foley Inc,North America,Mexico,False,False,,Low,22,9,86689.58,9632.17555556,2024-05-24,2025-12-11,7825.33,1,0.00072226,326,Tail,0.94895298
V00498,"Long, Anderson and Irwin",Europe,France,False,False,,Medium,47,5,86445.01,17289.002,2025-03-10,2025-12-22,38745.39,2,0.00072022,327,Tail,0.9496732
V00302,Thompson-James,Europe,Germany,False,False,,Low,3,12,86112.44,7176.03666667,2024-04-06,2025-10-27,59606.06,5,0.00071745,328,Tail,0.95039065
V00334,Li-Santiago,Latin America,Brazil,False,False,,Medium,41,4,85676.93,21419.2325,2024-09-01,2025-12-14,39068.72,2,0.00071382,329,Tail,0.95110447
V00494,"Good, Brewer and Fisher",Europe,Netherlands,True,False,Minority-Owned,Low,35,20,85444.31,4272.2155,2024-02-18,2025-12-21,11238.47,1,0.00071188,330,Tail,0.95181635
V00062,"Williams, Miller and Sandoval",North America,USA,False,False,,Medium,40,18,85246.42,4735.91222222,2024-03-06,2025-12-13,0.0,0,0.00071023,331,Tail,0.95252658
V00082,"Henson, Russell and Oliver",North America,Mexico,True,False,,Low,12,17,84787.04,4987.47294118,2024-01-31,2025-12-27,27863.84,3,0.00070641,332,Tail,0.95323299
V00390,Wright-Wilson,Asia Pacific,Singapore,False,False,,Low,11,3,82494.51,27498.17,2025-04-12,2025-11-07,82494.51,3,0.0006873,333,Tail,0.95392029
V00047,Owens-Daniel,North America,Mexico,False,False,Minority-Owned,Low,15,7,82309.63,11758.51857143,2024-03-04,2025-10-19,11805.47,1,0.00068576,334,Tail,0.95460605
V00099,"Parker, Ortiz and Powell",Latin America,Chile,False,False,,Low,20,7,81638.06,11662.58,2024-04-10,2025-10-20,10366.36,2,0.00068017,335,Tail,0.95528622
V00133,Murphy-Juarez,Europe,UK,True,False,,Medium,47,2,81352.84,40676.42,2024-09-23,2025-11-07,0.0,0,0.00067779,336,Tail,0.95596401
V00336,"Cox, Cox and White",Europe,Italy,False,False,,Low,17,16,81242.65,5077.665625,2024-09-16,2025-12-30,81242.65,16,0.00067688,337,Tail,0.95664089
V00383,Mendez-Graham,North America,Mexico,False,True,,Low,27,10,79196.99,7919.699,2024-03-24,2025-12-01,37539.69,5,0.00065983,338,Tail,0.95730072
V00294,Griffith-Frank,Asia Pacific,China,False,False,,Low,15,5,78745.2,15749.04,2024-01-06,2025-10-20,78745.2,5,0.00065607,339,Tail,0.95795679
V00130,"Ferguson, Meadows and Vargas",North America,Mexico,False,True,Women-Owned,Medium,51,11,77848.85,7077.16818182,2024-02-16,2025-07-19,14088.99,1,0.0006486,340,Tail,0.95860539
V00410,"Winters, Morgan and Bradshaw",North America,Mexico,False,False,Minority-Owned,Low,8,12,75439.87,6286.65583333,2024-04-22,2025-12-19,4400.68,2,0.00062853,341,Tail,0.95923392
V00366,"Spencer, Myers and Harrison",North America,Mexico,True,False,,Low,30,11,73747.26,6704.29636364,2024-02-17,2025-12-08,3544.84,2,0.00061443,342,Tail,0.95984835
V00039,"Campos, Vaughn and Marquez",North America,Mexico,True,False,,Low,16,13,73657.16,5665.93538462,2024-04-15,2025-12-21,15510.49,2,0.00061368,343,Tail,0.96046203
V00414,Webb-Ballard,North America,Mexico,False,False,,Low,33,2,72723.2,36361.6,2024-09-29,2025-07-05,72723.2,2,0.0006059,344,Tail,0.96106793
V00201,Murray Inc,Latin America,Argentina,False,False,,Low,38,5,71995.22,14399.044,2024-05-19,2025-10-02,0.0,0,0.00059983,345,Tail,0.96166776
V00146,Yu-Reid,North America,Canada,False,False,Minority-Owned,Low,22,7,71529.06,10218.43714286,2024-05-16,2025-10-27,21798.92,2,0.00059595,346,Tail,0.96226371
V00452,"Hill, Martinez and Rhodes",Asia Pacific,India,False,False,,Medium,58,21,71099.88,3385.70857143,2024-05-01,2025-12-17,2270.6,2,0.00059237,347,Tail,0.96285608
V00096,"Mcdaniel, Bentley and Mclaughlin",North America,Canada,False,True,,Medium,44,11,70752.48,6432.04363636,2024-07-23,2025-12-25,67674.72,10,0.00058948,348,Tail,0.96344556
V00342,Diaz-Ball,Latin America,Argentina,False,False,,Medium,45,12,70318.88,5859.90666667,2024-01-02,2025-10-29,0.0,0,0.00058586,349,Tail,0.96403142
V00216,Jones LLC,North America,Canada,False,False,,Low,30,12,69851.75,5820.97916667,2024-02-19,2025-10-03,18319.88,4,0.00058197,350,Tail,0.96461339
V00071,"Evans, Alvarado and Mcmillan",Europe,France,False,True,,Low,33,21,69400.32,3304.77714286,2024-01-24,2025-12-15,494.43,1,0.00057821,351,Tail,0.9651916
V00459,"Townsend, Smith and Pierce",Latin America,Argentina,False,False,,Low,3,2,69002.24,34501.12,2025-01-18,2025-09-20,69002.24,2,0.00057489,352,Tail,0.96576649
V00269,"Wilson, Brown and West",North America,Mexico,False,False,Veteran-Owned,Low,9,8,68714.42,8589.3025,2024-05-05,2025-11-24,11464.32,1,0.0005725,353,Tail,0.96633899
V00123,Price-Carrillo,Latin America,Chile,True,False,,Low,30,16,68660.22,4291.26375,2024-03-13,2025-12-01,41980.91,8,0.00057204,354,Tail,0.96691103
V00093,Johnson-Carlson,Europe,France,True,False,,Low,26,17,68546.51,4032.14764706,2024-01-19,2025-10-13,15877.21,6,0.0005711,355,Tail,0.96748213
V00108,Riggs PLC,Europe,UK,False,False,,Low,30,16,68390.81,4274.425625,2024-01-20,2025-11-20,33775.17,6,0.0005698,356,Tail,0.96805193
V00443,"Rodriguez, Smith and Edwards",Asia Pacific,China,False,False,,Low,23,5,68167.13,13633.426,2024-02-17,2025-05-09,0.0,0,0.00056794,357,Tail,0.96861987
V00140,Oconnell Inc,Latin America,Chile,False,False,Women-Owned,Medium,40,17,67841.46,3990.67411765,2024-01-01,2025-12-17,20526.65,8,0.00056522,358,Tail,0.96918509
V00174,Torres-Oliver,Asia Pacific,China,False,False,,Low,31,6,67649.63,11274.93833333,2024-01-23,2025-07-16,2631.15,1,0.00056362,359,Tail,0.96974871
V00341,"Wise, Lamb and Martin",Europe,Germany,False,False,,Low,30,17,67647.7,3979.27647059,2024-01-01,2025-12-08,3923.27,1,0.00056361,360,Tail,0.97031232
V00449,Grant-Walker,Europe,Germany,True,False,,Low,32,16,65931.54,4120.72125,2024-03-31,2025-11-22,24113.32,8,0.00054931,361,Tail,0.97086163
V00347,Burch-Montoya,Asia Pacific,Australia,False,False,,Medium,50,12,65338.69,5444.89083333,2024-03-16,2025-07-03,0.0,0,0.00054437,362,Tail,0.971406
V00379,"Coleman, Jordan and Carney",Asia Pacific,Singapore,True,False,,Low,19,11,63602.38,5782.03454545,2024-01-09,2025-10-13,11028.35,2,0.0005299,363,Tail,0.9719359
V00184,Bender-Mason,Latin America,Argentina,False,False,,Low,27,16,62896.78,3931.04875,2024-03-12,2025-12-22,6204.12,4,0.00052403,364,Tail,0.97245993
V00371,"White, Taylor and Baldwin",Asia Pacific,Japan,False,False,,Low,26,4,62151.35,15537.8375,2024-01-26,2025-04-09,0.0,0,0.00051782,365,Tail,0.97297775
V00291,Bell-White,Europe,Italy,True,False,,Low,24,17,61240.7,3602.39411765,2024-03-09,2025-12-23,19348.62,3,0.00051023,366,Tail,0.97348798
V00028,"Potter, Mack and Peterson",Europe,Germany,False,False,,Low,20,6,61039.42,10173.23666667,2024-03-24,2025-09-20,61039.42,6,0.00050855,367,Tail,0.97399653
V00040,"Santos, Kim and Holmes",Europe,Germany,True,False,Veteran-Owned,Low,6,11,60924.97,5538.63363636,2024-02-17,2025-12-10,23467.23,5,0.0005076,368,Tail,0.97450413
V00049,Lee PLC,Europe,France,False,False,,Medium,48,3,59116.38,19705.46,2024-12-07,2025-06-14,59116.38,3,0.00049253,369,Tail,0.97499666
V00079,"Johnson, Wood and Tran",Europe,France,False,True,,Low,26,16,59026.95,3689.184375,2024-02-04,2025-10-02,3173.11,2,0.00049178,370,Tail,0.97548844
V00475,Finley-Turner,Asia Pacific,China,True,False,,Low,6,14,57807.87,4129.13357143,2024-03-13,2025-10-24,10651.13,4,0.00048163,371,Tail,0.97597007
V00350,Mitchell and Sons,Latin America,Argentina,False,False,,Low,12,3,57568.53,19189.51,2024-07-26,2025-11-11,32874.37,2,0.00047963,372,Tail,0.9764497
V00295,Ware and Sons,North America,USA,False,False,Veteran-Owned,Low,9,13,57140.89,4395.45307692,2024-03-15,2025-12-13,777.82,1,0.00047607,373,Tail,0.97692577
V00482,"Dunn, Ruiz and Medina",Asia Pacific,Singapore,True,True,Veteran-Owned,Medium,44,17,56125.94,3301.52588235,2024-04-26,2025-12-24,620.84,1,0.00046761,374,Tail,0.97739338
V00440,"Patton, Parsons and Lane",North America,USA,False,False,,Low,20,17,54408.77,3200.51588235,2024-04-06,2025-12-31,15452.88,3,0.00045331,375,Tail,0.97784669
V00041,Brown Inc,Europe,Netherlands,False,False,,Low,7,4,53771.1,13442.775,2024-12-06,2025-11-07,53771.1,4,0.000448,376,Tail,0.97829469
V00109,Gibson Ltd,Asia Pacific,China,False,False,Minority-Owned,Low,26,16,53462.51,3341.406875,2024-01-13,2025-10-12,3070.46,1,0.00044542,377,Tail,0.97874011
V00252,Wilson-Young,Latin America,Brazil,True,False,,Medium,58,6,53401.71,8900.285,2024-03-31,2025-10-07,53401.71,6,0.00044492,378,Tail,0.97918503
V00090,Lin-Rasmussen,North America,USA,False,True,Women-Owned,Low,18,3,53231.62,17743.87333333,2024-01-13,2025-05-24,17262.27,1,0.0004435,379,Tail,0.97962853
V00054,Barrera-Martin,North America,Canada,False,False,,Low,16,4,52970.45,13242.6125,2024-03-01,2025-10-12,52970.45,4,0.00044132,380,Tail,0.98006985
V00026,James-Ferrell,Europe,France,False,False,,Low,18,11,52351.34,4759.21272727,2024-02-28,2025-12-29,0.0,0,0.00043617,381,Tail,0.98050602
V00283,"Hoffman, Santiago and Jenkins",Asia Pacific,Japan,False,False,,Low,25,4,51740.39,12935.0975,2024-06-26,2025-01-01,16572.58,2,0.00043108,382,Tail,0.9809371
V00339,"Stephenson, Johnson and Rogers",Latin America,Chile,False,False,,Low,14,10,51533.04,5153.304,2024-01-09,2025-12-29,6668.34,2,0.00042935,383,Tail,0.98136645
V00413,"Johnson, Small and Gardner",Europe,Netherlands,False,False,,Medium,54,3,51485.82,17161.94,2024-03-06,2025-02-02,0.0,0,0.00042896,384,Tail,0.98179541
V00256,Johnson-Wood,Asia Pacific,India,False,False,,Low,34,9,50354.55,5594.95,2024-06-30,2025-12-02,8016.32,3,0.00041953,385,Tail,0.98221494
V00266,Rodriguez Inc,Latin America,Argentina,False,False,,Low,20,16,49284.76,3080.2975,2024-03-03,2025-11-13,1549.9,1,0.00041062,386,Tail,0.98262556
V00319,Hayes-Brown,Europe,France,True,False,Women-Owned,Low,8,11,48558.17,4414.37909091,2024-04-29,2025-11-21,7810.06,2,0.00040456,387,Tail,0.98303012
V00209,Cook-Hines,Asia Pacific,China,True,False,,Low,30,5,48133.62,9626.724,2024-05-11,2025-12-10,32602.05,3,0.00040103,388,Tail,0.98343115
V00230,Rodriguez-James,North America,Mexico,False,False,,Medium,46,9,47832.7,5314.74444444,2024-05-02,2025-11-20,9952.14,2,0.00039852,389,Tail,0.98382967
V00015,"Zuniga, Wong and Lynch",Latin America,Chile,False,False,,Low,13,3,47211.77,15737.25666667,2024-12-16,2025-12-25,47211.77,3,0.00039335,390,Tail,0.98422302
V00495,West-Stark,North America,USA,True,False,Women-Owned,Low,1,14,46839.85,3345.70357143,2024-01-07,2025-12-21,5852.01,2,0.00039025,391,Tail,0.98461327
V00431,"Wilson, Hester and Long",Asia Pacific,Japan,False,False,,Medium,56,2,44784.31,22392.155,2024-07-24,2025-06-06,44784.31,2,0.00037312,392,Tail,0.98498639
V00271,"Boyd, Ellis and Maynard",Asia Pacific,Australia,False,False,,Low,37,2,42471.01,21235.505,2025-11-30,2025-12-06,42471.01,2,0.00035385,393,Tail,0.98534024
V00114,Contreras-Travis,Asia Pacific,China,True,False,Small Business,Medium,64,14,42352.6,3025.18571429,2024-02-26,2025-11-15,29138.81,8,0.00035286,394,Tail,0.9856931
V00115,Salazar-Ball,Europe,Italy,False,False,,Medium,50,4,42288.85,10572.2125,2024-06-15,2025-10-26,7810.6,1,0.00035233,395,Tail,0.98604543
V00218,"James, Stewart and Higgins",Latin America,Chile,False,False,,Low,31,3,41485.77,13828.59,2024-08-06,2025-06-14,41485.77,3,0.00034564,396,Tail,0.98639107
V00213,"Pollard, Simpson and Johnson",North America,USA,False,False,Veteran-Owned,Low,22,2,41220.32,20610.16,2025-01-09,2025-04-16,41220.32,2,0.00034343,397,Tail,0.9867345
V00050,White-Ford,North America,USA,False,True,,Low,9,3,40369.76,13456.58666667,2024-12-15,2025-10-29,40369.76,3,0.00033634,398,Tail,0.98707084
V00065,Bryant-Hickman,North America,Mexico,False,False,Women-Owned,Low,11,2,40276.83,20138.415,2024-04-14,2025-03-08,40276.83,2,0.00033557,399,Tail,0.98740641
V00309,Foster LLC,Latin America,Chile,False,False,,Medium,42,2,40227.44,20113.72,2024-03-09,2025-07-05,40227.44,2,0.00033516,400,Tail,0.98774157
V00318,Vargas-Bell,Latin America,Brazil,True,False,Women-Owned,Medium,56,12,37956.26,3163.02166667,2024-02-16,2025-10-01,0.0,0,0.00031623,401,Tail,0.9880578
V00274,Martinez PLC,Latin America,Argentina,False,False,,Medium,44,5,37661.21,7532.242,2024-02-27,2025-07-05,37661.21,5,0.00031378,402,Tail,0.98837158
V00035,Allen PLC,North America,USA,False,False,Women-Owned,Low,12,2,37622.26,18811.13,2025-01-02,2025-07-20,37622.26,2,0.00031345,403,Tail,0.98868503
V00202,Jimenez Ltd,North America,Canada,False,False,,Medium,46,3,37376.18,12458.72666667,2024-01-16,2024-12-06,37376.18,3,0.0003114,404,Tail,0.98899643
V00111,Stafford Inc,Latin America,Brazil,False,False,Women-Owned,Low,7,9,37286.61,4142.95666667,2024-05-29,2025-12-28,6969.15,1,0.00031065,405,Tail,0.98930708
V00457,"Matthews, Sanchez and Santiago",Asia Pacific,Australia,False,False,,Low,22,2,37237.18,18618.59,2025-05-17,2025-10-31,37237.18,2,0.00031024,406,Tail,0.98961732
V00444,"Harris, Shaw and Carr",Asia Pacific,India,True,True,,Low,8,1,36980.9,36980.9,2025-05-12,2025-05-12,36980.9,1,0.00030811,407,Tail,0.98992543
V00427,Khan Ltd,Europe,France,True,False,Women-Owned,Low,20,10,35795.7,3579.57,2024-01-09,2025-08-01,14090.61,5,0.00029823,408,Tail,0.99022366
V00048,"Garcia, Powell and Morgan",Europe,France,True,False,,Low,38,6,34984.11,5830.685,2024-04-03,2025-12-21,18592.83,3,0.00029147,409,Tail,0.99051513
V00428,Diaz-Morales,North America,Canada,True,False,Women-Owned,Medium,55,1,34889.02,34889.02,2025-11-28,2025-11-28,34889.02,1,0.00029068,410,Tail,0.99080581
V00474,Green and Sons,North America,Canada,False,False,,Low,32,3,34724.08,11574.69333333,2025-04-07,2025-09-07,34724.08,3,0.0002893,411,Tail,0.99109511
V00489,"Brown, Ford and Roman",Europe,France,True,False,,Low,19,3,31560.09,10520.03,2024-05-14,2025-01-20,31560.09,3,0.00026294,412,Tail,0.99135805
V00360,Allen Ltd,Latin America,Chile,False,False,Women-Owned,Medium,58,3,30989.67,10329.89,2024-06-09,2024-11-23,30989.67,3,0.00025819,413,Tail,0.99161624
V00191,Santiago-Hodge,Asia Pacific,India,False,False,,Low,30,2,29686.19,14843.095,2024-10-19,2025-10-31,29686.19,2,0.00024733,414,Tail,0.99186357
V00446,"Mendoza, Bennett and Frye",Asia Pacific,China,False,False,Small Business,Low,33,2,29146.7,14573.35,2025-11-06,2025-12-19,29146.7,2,0.00024284,415,Tail,0.99210641
V00089,Johnson and Sons,North America,Mexico,False,False,,Medium,40,1,29041.25,29041.25,2025-03-02,2025-03-02,29041.25,1,0.00024196,416,Tail,0.99234837
V00212,"Kennedy, Mcintyre and James",Asia Pacific,India,True,False,,Low,36,10,26945.99,2694.599,2024-01-28,2025-12-11,1413.93,1,0.0002245,417,Tail,0.99257287
V00189,White-Richards,Latin America,Argentina,False,False,,Medium,46,1,24691.99,24691.99,2024-02-05,2024-02-05,24691.99,1,0.00020572,418,Tail,0.99277859
V00380,Morris-Miller,Asia Pacific,China,False,True,,Low,28,3,24401.77,8133.92333333,2024-01-02,2024-09-28,24401.77,3,0.0002033,419,Tail,0.99298189
V00367,King-Smith,North America,Mexico,False,False,,Medium,60,2,23937.04,11968.52,2024-02-23,2024-08-17,23937.04,2,0.00019943,420,Tail,0.99318132
V00479,Vaughn-Fowler,North America,Mexico,False,False,,Low,32,9,23769.8,2641.08888889,2024-01-16,2025-12-31,12514.69,4,0.00019804,421,Tail,0.99337936
V00157,"Sanchez, Beck and Wood",Latin America,Chile,False,False,,Low,16,2,23547.4,11773.7,2024-02-26,2024-05-25,23547.4,2,0.00019619,422,Tail,0.99357555
V00236,"Saunders, Becker and Taylor",Europe,France,False,False,,Low,11,3,23498.77,7832.92333333,2024-09-27,2025-12-18,23498.77,3,0.00019578,423,Tail,0.99377133
V00301,Roberts-Wilson,Asia Pacific,China,False,False,,Low,20,2,23367.49,11683.745,2025-06-15,2025-11-06,23367.49,2,0.00019469,424,Tail,0.99396602
V00081,Fleming Ltd,Latin America,Chile,False,False,,Low,4,2,23335.9,11667.95,2025-04-18,2025-10-01,23335.9,2,0.00019442,425,Tail,0.99416044
V00161,Lee Ltd,Asia Pacific,India,False,False,,Low,38,3,22938.33,7646.11,2024-02-10,2024-11-14,22938.33,3,0.00019111,426,Tail,0.99435155
V00460,Delgado-Gilmore,Latin America,Brazil,False,False,,Medium,41,4,22883.37,5720.8425,2024-01-14,2025-12-30,22883.37,4,0.00019065,427,Tail,0.9945422
V00260,Davis-Lewis,Asia Pacific,Australia,False,False,Small Business,Low,19,1,22546.63,22546.63,2025-10-16,2025-10-16,22546.63,1,0.00018785,428,Tail,0.99473005
V00237,"Lucas, Parker and Alexander",North America,Canada,False,False,,Low,11,3,22359.93,7453.31,2024-11-17,2025-07-31,22359.93,3,0.00018629,429,Tail,0.99491634
V00208,"Duarte, Burns and Hernandez",North America,Canada,False,False,,Medium,52,2,22324.12,11162.06,2025-10-19,2025-12-27,22324.12,2,0.00018599,430,Tail,0.99510233
V00345,Richardson PLC,North America,USA,False,False,,Low,18,3,21982.4,7327.46666667,2024-07-20,2025-12-21,21982.4,3,0.00018315,431,Tail,0.99528548
V00022,Burgess-Patterson,North America,Mexico,True,False,,Low,39,2,21975.48,10987.74,2025-08-16,2025-12-02,21975.48,2,0.00018309,432,Tail,0.99546857
V00436,"Stevenson, Evans and Rogers",Asia Pacific,Singapore,False,True,Veteran-Owned,Low,14,5,21565.07,4313.014,2024-01-18,2025-12-01,21565.07,5,0.00017967,433,Tail,0.99564824
V00349,Spencer-Garcia,Europe,Netherlands,True,False,,Low,29,2,20751.22,10375.61,2024-03-18,2025-12-21,20751.22,2,0.00017289,434,Tail,0.99582113
V00373,Stewart LLC,North America,USA,False,False,,Low,12,3,20654.49,6884.83,2024-03-22,2025-09-21,20654.49,3,0.00017208,435,Tail,0.99599321
V00020,Lewis-Porter,Asia Pacific,Australia,False,False,,Low,20,10,20559.54,2055.954,2024-03-21,2025-11-24,736.05,1,0.00017129,436,Tail,0.9961645
V00340,Harper and Sons,Asia Pacific,China,False,False,,Medium,43,2,20304.36,10152.18,2024-10-30,2025-02-11,20304.36,2,0.00016917,437,Tail,0.99633367
V00310,Cook and Sons,Latin America,Chile,False,False,Minority-Owned,Low,8,1,19769.06,19769.06,2025-11-09,2025-11-09,19769.06,1,0.00016471,438,Tail,0.99649838
V00044,"Young, Caldwell and Lewis",North America,USA,False,False,,Low,6,2,19750.94,9875.47,2024-09-06,2024-10-17,19750.94,2,0.00016456,439,Tail,0.99666294
V00107,Walker-Gonzalez,Asia Pacific,Japan,False,False,,Low,15,1,18982.65,18982.65,2024-11-21,2024-11-21,18982.65,1,0.00015815,440,Tail,0.99682109
V00002,Rhodes PLC,North America,Mexico,True,False,,Low,24,1,18533.6,18533.6,2024-04-02,2024-04-02,18533.6,1,0.00015441,441,Tail,0.9969755
V00477,Contreras Group,Europe,Italy,False,True,,Medium,56,3,17051.73,5683.91,2025-01-26,2025-11-30,17051.73,3,0.00014207,442,Tail,0.99711757
V00320,Newman Inc,Asia Pacific,Japan,False,False,,Low,34,1,16306.93,16306.93,2025-05-31,2025-05-31,16306.93,1,0.00013586,443,Tail,0.99725343
V00464,Peck Inc,Europe,Germany,True,True,,Low,32,2,16283.41,8141.705,2024-11-05,2025-05-07,16283.41,2,0.00013567,444,Tail,0.9973891
V00244,"Craig, Sanders and Singleton",Europe,France,False,False,,Low,23,3,15671.9,5223.96666667,2024-03-17,2025-11-26,15671.9,3,0.00013057,445,Tail,0.99751967
V00303,"Hansen, Barnett and Gomez",Latin America,Brazil,False,False,Minority-Owned,Medium,41,1,15265.44,15265.44,2025-01-24,2025-01-24,0.0,0,0.00012718,446,Tail,0.99764685
V00170,Hernandez PLC,North America,USA,False,False,,Low,18,2,15076.63,7538.315,2024-05-04,2025-12-31,15076.63,2,0.00012561,447,Tail,0.99777246
V00329,Davis-Gregory,Europe,Netherlands,False,False,,Medium,60,2,14828.05,7414.025,2024-03-31,2024-10-08,14828.05,2,0.00012354,448,Tail,0.997896
V00215,Smith-Thomas,Asia Pacific,India,False,False,,Medium,42,2,14523.09,7261.545,2025-01-20,2025-05-25,14523.09,2,0.000121,449,Tail,0.998017
V00242,Francis-Morgan,Latin America,Chile,False,True,,Low,30,6,13221.49,2203.58166667,2024-05-12,2025-11-10,13221.49,6,0.00011016,450,Tail,0.99812716
V00152,Lewis-Salinas,Latin America,Argentina,False,False,,Low,13,2,13166.2,6583.1,2024-04-17,2025-11-19,13166.2,2,0.00010969,451,Tail,0.99823685
V00314,"Jones, Bean and Burton",North America,Canada,False,False,,Low,25,1,12928.04,12928.04,2024-02-10,2024-02-10,12928.04,1,0.00010771,452,Tail,0.99834456
V00327,Hughes-Schroeder,North America,Mexico,False,False,,Low,13,2,12574.81,6287.405,2024-02-24,2025-02-16,12574.81,2,0.00010477,453,Tail,0.99844933
V00092,Wilson LLC,Asia Pacific,India,False,False,,Low,17,2,12073.82,6036.91,2025-01-03,2025-10-09,12073.82,2,0.00010059,454,Tail,0.99854992
V00435,"Taylor, Velazquez and Flores",North America,Mexico,False,False,Minority-Owned,Medium,40,1,12072.12,12072.12,2025-06-02,2025-06-02,12072.12,1,0.00010058,455,Tail,0.9986505
V00217,"Sanders, Miller and Murphy",Asia Pacific,China,False,True,,Low,8,1,10528.8,10528.8,2024-05-22,2024-05-22,10528.8,1,8.772e-05,456,Tail,0.99873822
V00364,Beck Inc,Latin America,Brazil,False,False,,Medium,50,2,10524.5,5262.25,2024-02-19,2024-04-10,10524.5,2,8.769e-05,457,Tail,0.99882591
V00162,"Lawrence, Wolf and Carlson",Europe,Italy,False,False,Women-Owned,Low,29,1,10483.12,10483.12,2025-10-19,2025-10-19,10483.12,1,8.734e-05,458,Tail,0.99891325
V00467,Hebert LLC,North America,Canada,False,True,,Low,32,1,10129.34,10129.34,2024-01-04,2024-01-04,10129.34,1,8.439e-05,459,Tail,0.99899764
V00304,"Williams, Smith and Morse",Europe,Germany,False,False,,Low,30,2,9850.74,4925.37,2025-08-10,2025-12-23,9850.74,2,8.207e-05,460,Tail,0.99907971
V00280,Mcdaniel Group,Europe,UK,False,False,,Low,5,2,9511.58,4755.79,2025-08-27,2025-10-31,9511.58,2,7.925e-05,461,Tail,0.99915896
V00331,Aguilar and Sons,North America,Mexico,False,True,,Medium,40,1,9306.24,9306.24,2024-07-03,2024-07-03,9306.24,1,7.754e-05,462,Tail,0.9992365
V00307,"Stevens, Norris and Cox",Asia Pacific,Japan,False,False,,Low,6,2,8661.96,4330.98,2024-06-04,2024-06-16,8661.96,2,7.217e-05,463,Tail,0.99930867
V00265,Huerta PLC,Latin America,Chile,False,False,,Low,28,1,8511.92,8511.92,2024-04-13,2024-04-13,8511.92,1,7.092e-05,464,Tail,0.99937959
V00021,"Ellis, Baker and Wright",Europe,UK,False,False,,Low,26,1,8364.65,8364.65,2024-06-21,2024-06-21,8364.65,1,6.969e-05,465,Tail,0.99944928
V00426,"Chambers, Mitchell and Smith",North America,Mexico,False,False,,Medium,45,2,7860.97,3930.485,2025-04-21,2025-10-01,7860.97,2,6.549e-05,466,Tail,0.99951477
V00420,Davis LLC,Europe,Italy,False,False,,Low,10,1,7031.09,7031.09,2024-08-10,2024-08-10,7031.09,1,5.858e-05,467,Tail,0.99957335
V00483,Gill Ltd,Latin America,Brazil,True,False,,Low,19,1,6686.8,6686.8,2025-05-10,2025-05-10,6686.8,1,5.571e-05,468,Tail,0.99962906
V00442,Hernandez-Becker,Europe,France,False,False,,Low,1,2,5792.24,2896.12,2024-11-01,2025-11-07,5792.24,2,4.826e-05,469,Tail,0.99967732
V00139,Obrien Ltd,Latin America,Brazil,False,False,,High,80,2,5613.59,2806.795,2025-04-11,2025-06-30,5613.59,2,4.677e-05,470,Tail,0.99972409
V00493,Mitchell and Sons,North America,Mexico,False,True,,Low,12,1,4464.92,4464.92,2025-02-09,2025-02-09,4464.92,1,3.72e-05,471,Tail,0.99976129
