invoice_id,po_id,vendor_id,invoice_amount,invoice_date,payment_status,payment_date,payment_terms,three_way_match_status
INV001772,PO003914,V00169,118549.3,2024-06-16,Paid,2024-07-28,Net 45,Matched
INV001773,PO003008,V00403,17979.28,2024-10-03,Paid Late,2024-12-11,Net 60,Matched
INV001774,PO003523,V00339,4672.12,2025-09-25,Paid,2025-11-20,Net 60,Matched
INV001775,PO001112,V00267,37569.24,2026-01-07,Unpaid,,Net 60,Matched
INV001776,PO003935,V00173,14195.12,2025-12-15,Unpaid,,Net 60,Matched
INV001777,PO003506,V00075,2919.55,2025-04-22,Paid Late,2025-06-12,Net 45,Matched
INV001778,PO004995,V00146,11292.0,2024-11-28,Paid,2024-12-29,Net 30,Matched
INV001779,PO000033,V00357,18885.75,2025-12-18,Unpaid,,Net 60,Price Variance
INV001780,PO004588,V00134,153625.09,2025-08-10,Paid Late,2025-10-01,Net 45,Matched
INV001781,PO000240,V00323,8398.46,2025-06-21,Paid,2025-08-15,Net 60,Matched
INV001782,PO002637,V00468,29637.32,2024-09-16,Paid Late,2024-11-05,Net 30,Matched
INV001783,PO001314,V00368,24480.6,2024-09-29,Paid,2024-10-21,Net 30,Price Variance
INV001784,PO003206,V00255,52090.46,2024-07-19,Paid,2024-09-18,Net 60,Missing Receipt
INV001785,PO001375,V00080,222769.3,2026-01-05,Unpaid,,Net 60,Missing Receipt
INV001786,PO000524,V00047,12395.74,2025-10-19,Paid,2025-12-04,Net 45,Matched
INV001787,PO001864,V00319,1682.28,2025-12-16,Unpaid,,Net 15,Missing Receipt
INV001788,PO004113,V00180,1078.5,2025-06-01,Paid Late,2025-06-29,Net 15,Matched
INV001789,PO000664,V00382,52830.24,2025-05-21,Paid,2025-07-16,Net 60,Price Variance
INV001790,PO005373,V00076,13775.63,2025-02-26,Paid,2025-04-29,Net 60,Missing Receipt
INV001791,PO001156,V00368,9177.11,2024-03-27,Paid Late,2024-04-21,Net 15,Matched
INV001792,PO002619,V00403,11850.02,2024-09-02,Paid,2024-10-11,Net 45,Matched
INV001793,PO001410,V00328,44323.87,2024-06-24,Paid,2024-07-23,Net 30,Matched
INV001794,PO002514,V00290,34901.58,2025-05-03,Paid Late,2025-07-13,Net 45,Matched
INV001795,PO005435,V00207,1529.92,2024-03-06,Paid,2024-05-05,Net 60,Matched
INV001796,PO005221,V00368,8260.82,2025-03-22,Paid,2025-04-08,Net 30,Matched
INV001797,PO000464,V00177,4085.08,2025-10-24,Unpaid,,Net 60,Matched
INV001798,PO002078,V00415,2356.5,2024-10-17,Paid Late,2024-12-11,Net 45,Matched
INV001799,PO000825,V00110,45063.7,2025-10-28,Paid Late,2025-12-19,Net 45,Matched
INV001800,PO004457,V00195,16341.89,2025-11-21,Paid,2025-12-12,Net 30,Matched
INV001801,PO002631,V00084,22159.5,2024-07-19,Paid,2024-08-14,Net 30,Matched
INV001802,PO003690,V00491,3543.39,2026-01-25,Unpaid,,Net 60,Matched
INV001803,PO004717,V00249,27925.95,2024-09-05,Paid Late,2024-10-28,Net 30,Missing Receipt
INV001804,PO000457,V00387,37845.42,2025-10-27,Paid Late,2025-12-18,Net 45,Matched
INV001805,PO000433,V00471,161682.36,2025-06-20,Paid,2025-08-04,Net 45,Matched
INV001806,PO001045,V00243,14190.66,2024-02-22,Paid,2024-04-12,Net 45,Matched
INV001807,PO000459,V00461,10107.02,2024-03-10,Paid,2024-05-10,Net 60,Matched
INV001808,PO004024,V00368,23147.13,2025-01-22,Paid,2025-02-06,Net 15,Missing Receipt
INV001809,PO002647,V00342,1382.32,2025-06-14,Paid Late,2025-07-08,Net 15,Matched
INV001810,PO004224,V00069,21068.37,2024-07-29,Paid Late,2024-09-09,Net 30,Matched
INV001811,PO003498,V00076,9391.98,2024-11-03,Paid,2024-12-29,Net 60,Matched
INV001812,PO001147,V00079,2368.37,2024-10-11,Paid,2024-10-30,Net 30,Matched
INV001813,PO002390,V00118,4751.85,2024-11-11,Paid Late,2024-12-06,Net 15,Matched
INV001814,PO001772,V00240,6115.9,2025-09-28,Paid,2025-10-14,Net 45,Matched
INV001815,PO002823,V00221,118079.65,2025-07-16,Paid,2025-08-31,Net 45,Matched
INV001816,PO001919,V00385,28085.85,2026-01-10,Unpaid,,Net 45,Matched
INV001817,PO004026,V00433,8346.29,2025-10-04,Paid Late,2025-10-30,Net 15,Matched
INV001818,PO004525,V00232,55824.37,2025-01-28,Paid,2025-02-02,Net 15,Matched
INV001819,PO001388,V00241,6006.45,2024-05-27,Paid,2024-07-22,Net 60,Matched
INV001820,PO002974,V00066,10812.9,2024-09-01,Paid,2024-10-08,Net 45,Matched
INV001821,PO000131,V00268,47468.94,2024-08-31,Paid,2024-09-05,Net 15,Missing Receipt
INV001822,PO004333,V00114,8884.25,2025-07-09,Paid,2025-08-04,Net 30,Matched
INV001823,PO002911,V00486,15984.11,2024-03-08,Paid,2024-04-28,Net 60,Matched
INV001824,PO004529,V00068,16635.31,2025-07-23,Paid,2025-08-19,Net 30,Matched
INV001825,PO001479,V00148,776.76,2024-04-27,Paid,2024-06-23,Net 60,Missing Receipt
INV001826,PO000017,V00425,2678.91,2025-09-08,Paid,2025-10-04,Net 30,Matched
INV001827,PO001334,V00019,14985.37,2025-04-13,Paid Late,2025-06-18,Net 60,Matched
INV001828,PO002602,V00056,33279.21,2025-04-18,Paid,2025-04-23,Net 15,Matched
INV001829,PO001236,V00085,15581.06,2024-05-11,Paid Late,2024-07-18,Net 60,Price Variance
INV001830,PO004682,V00066,10450.91,2025-12-11,Paid,2025-12-25,Net 30,Matched
INV001831,PO000769,V00232,25867.93,2025-01-30,Paid Late,2025-03-28,Net 45,Matched
INV001832,PO004390,V00031,23549.33,2025-10-08,Paid,2025-10-16,Net 15,Matched
INV001833,PO000613,V00210,7661.72,2025-12-06,Unpaid,,Net 45,Matched
INV001834,PO004420,V00476,46200.17,2025-05-26,Paid,2025-07-30,Net 60,Missing Receipt
INV001835,PO002022,V00274,7318.94,2024-03-16,Paid,2024-04-08,Net 30,Matched
INV001836,PO002129,V00110,8012.16,2024-01-27,Paid,2024-02-28,Net 30,Missing Receipt
INV001837,PO004122,V00217,10528.8,2024-06-01,Paid,2024-06-15,Net 15,Matched
INV001838,PO005365,V00019,10421.59,2025-10-08,Paid,2025-10-13,Net 15,Matched
INV001839,PO003534,V00312,16129.48,2025-04-18,Paid,2025-06-15,Net 60,Matched
INV001840,PO003065,V00403,20948.78,2025-03-31,Paid,2025-04-16,Net 15,Matched
INV001841,PO000010,V00475,1165.8,2025-09-25,Paid Late,2025-11-17,Net 45,Matched
INV001842,PO000567,V00235,2596.4,2024-10-04,Paid,2024-11-23,Net 45,Price Variance
INV001843,PO003320,V00255,41712.99,2024-06-15,Paid Late,2024-08-22,Net 60,Price Variance
INV001844,PO004000,V00368,8412.3,2024-10-02,Paid,2024-11-16,Net 45,Matched
INV001845,PO002790,V00239,80750.37,2024-06-03,Paid,2024-06-28,Net 30,Matched
INV001846,PO003017,V00132,106460.81,2025-02-21,Paid,2025-04-02,Net 45,Matched
INV001847,PO003395,V00094,32471.54,2025-10-13,Paid,2025-11-05,Net 30,Matched
INV001848,PO002586,V00214,1814.58,2026-01-07,Unpaid,,Net 60,Missing Receipt
INV001849,PO004535,V00382,17623.16,2025-05-18,Paid,2025-06-17,Net 30,Missing Receipt
INV001850,PO003090,V00143,12269.91,2025-03-22,Paid,2025-04-24,Net 30,Matched
INV001851,PO002102,V00494,814.18,2024-10-26,Paid,2024-12-08,Net 45,Matched
INV001852,PO000833,V00482,11418.15,2025-07-13,Paid,2025-07-18,Net 15,Missing Receipt
INV001853,PO005107,V00403,3654.46,2025-02-28,Paid,2025-04-14,Net 45,Matched
INV001854,PO000336,V00090,17262.27,2025-06-19,Paid,2025-08-03,Net 60,Matched
INV001855,PO002088,V00062,3594.75,2025-10-19,Paid,2025-11-02,Net 15,Matched
INV001856,PO001662,V00186,5746.02,2026-01-05,Unpaid,,Net 45,Matched
INV001857,PO004862,V00168,1181.71,2024-04-05,Paid,2024-06-05,Net 60,Matched
INV001858,PO000012,V00368,35488.59,2024-06-04,Paid,2024-07-03,Net 30,Price Variance
INV001859,PO000950,V00123,3357.17,2024-08-23,Paid,2024-09-03,Net 15,Price Variance
INV001860,PO000474,V00403,12275.46,2024-07-12,Paid,2024-08-14,Net 30,Missing Receipt
INV001861,PO002009,V00180,2293.61,2025-03-21,Paid,2025-05-11,Net 60,Matched
INV001862,PO000642,V00087,4506.66,2025-11-22,Paid,2025-12-12,Net 15,Matched
INV001863,PO003033,V00368,2923.29,2025-12-03,Unpaid,,Net 30,Matched
INV001864,PO000163,V00348,16819.91,2024-12-19,Paid Late,2025-02-28,Net 60,Matched
INV001865,PO003487,V00430,11297.54,2025-02-08,Paid,2025-03-15,Net 30,Matched
INV001866,PO000217,V00117,16274.91,2024-02-19,Paid,2024-03-20,Net 30,Matched
INV001867,PO000186,V00211,5359.11,2025-07-22,Paid Late,2025-10-04,Net 60,Missing Receipt
INV001868,PO002948,V00292,86160.15,2024-02-27,Paid Late,2024-03-22,Net 15,Matched
INV001869,PO005407,V00102,5800.11,2025-01-22,Paid,2025-02-16,Net 30,Matched
INV001870,PO005260,V00177,5550.88,2025-01-03,Paid Late,2025-02-04,Net 15,Price Variance
INV001871,PO001803,V00477,2964.92,2025-12-22,Unpaid,,Net 45,Matched
INV001872,PO003616,V00368,5429.37,2024-09-01,Paid,2024-10-26,Net 60,Matched
INV001873,PO004733,V00310,18780.61,2025-11-22,Unpaid,,Net 60,Matched
INV001874,PO003843,V00245,10232.06,2026-01-22,Unpaid,,Net 30,Matched
INV001875,PO002549,V00368,11074.58,2024-06-22,Paid,2024-07-27,Net 45,Matched
INV001876,PO000180,V00290,6848.84,2024-06-16,Paid Late,2024-09-03,Net 60,Matched
INV001877,PO003144,V00362,722.29,2025-07-22,Paid,2025-09-21,Net 60,Matched
INV001878,PO004870,V00078,50425.58,2024-10-11,Paid,2024-11-22,Net 45,Price Variance
INV001879,PO002880,V00425,7271.71,2024-06-25,Paid,2024-06-30,Net 15,Matched
INV001880,PO003915,V00042,8217.19,2025-03-07,Paid,2025-04-30,Net 60,Matched
INV001881,PO005187,V00387,6863.62,2024-11-02,Paid,2024-11-16,Net 15,Matched
INV001882,PO005393,V00082,5053.66,2025-05-30,Paid,2025-06-14,Net 15,Matched
INV001883,PO003698,V00482,539.5,2025-10-15,Paid,2025-11-23,Net 45,Matched
INV001884,PO005206,V00235,2627.82,2025-11-05,Unpaid,,Net 60,Matched
INV001885,PO001014,V00114,1604.74,2025-07-21,Paid,2025-09-22,Net 60,Matched
INV001886,PO003740,V00279,9458.75,2025-11-02,Paid,2025-12-02,Net 30,Matched
INV001887,PO000142,V00399,9461.11,2025-04-21,Paid,2025-05-28,Net 45,Matched
INV001888,PO001682,V00225,47704.68,2024-08-16,Paid Late,2024-09-17,Net 15,Matched
INV001889,PO003253,V00432,5503.68,2024-12-31,Paid,2025-03-05,Net 60,Matched
INV001890,PO000892,V00123,4386.07,2025-09-10,Paid,2025-11-09,Net 60,Price Variance
INV001891,PO003202,V00452,2324.22,2025-09-14,Paid,2025-10-01,Net 15,Matched
INV001892,PO005109,V00204,44945.35,2025-03-17,Paid,2025-05-10,Net 60,Matched
INV001893,PO004876,V00436,3200.42,2025-04-17,Paid Late,2025-05-27,Net 30,Matched
INV001894,PO001359,V00339,13968.6,2024-03-24,Paid,2024-04-05,Net 15,Matched
INV001895,PO003990,V00490,5412.75,2025-01-12,Paid,2025-02-26,Net 45,Matched
INV001896,PO004393,V00012,22987.76,2024-04-13,Paid,2024-05-15,Net 30,Matched
INV001897,PO002371,V00118,23769.81,2025-02-04,Paid,2025-03-21,Net 60,Matched
INV001898,PO003574,V00366,3782.74,2025-12-23,Unpaid,,Net 45,Price Variance
INV001899,PO002588,V00483,7021.14,2025-06-05,Paid,2025-06-13,Net 15,Matched
INV001900,PO000325,V00418,42069.45,2025-09-30,Paid Late,2025-10-21,Net 15,Matched
INV001901,PO001189,V00378,19988.63,2025-12-25,Paid,2025-12-30,Net 15,Matched
INV001902,PO003928,V00132,46810.46,2025-04-27,Paid,2025-06-19,Net 60,Matched
INV001903,PO002180,V00037,13281.88,2025-01-16,Paid,2025-03-07,Net 45,Matched
INV001904,PO003729,V00018,5349.25,2025-12-10,Unpaid,,Net 30,Matched
INV001905,PO001224,V00341,1862.27,2025-11-19,Unpaid,,Net 60,Price Variance
INV001906,PO004511,V00261,10847.69,2024-08-04,Paid,2024-09-13,Net 45,Matched
INV001907,PO003270,V00149,121360.85,2025-01-05,Paid,2025-01-31,Net 30,Matched
INV001908,PO003260,V00060,29304.36,2025-07-26,Paid Late,2025-09-16,Net 45,Matched
INV001909,PO002359,V00154,5117.11,2025-11-07,Paid Late,2025-12-30,Net 45,Matched
INV001910,PO004174,V00403,7827.9,2024-12-31,Paid,2025-01-15,Net 15,Matched
INV001911,PO004863,V00352,1609.77,2025-01-17,Paid Late,2025-02-28,Net 30,Matched
INV001912,PO002294,V00074,9232.4,2025-01-20,Paid,2025-02-11,Net 30,Matched
INV001913,PO005134,V00368,23211.46,2025-10-17,Paid,2025-12-20,Net 60,Missing Receipt
INV001914,PO004958,V00302,2309.77,2024-11-12,Paid,2025-01-11,Net 60,Matched
INV001915,PO002030,V00088,15780.26,2024-12-05,Paid,2025-01-07,Net 45,Matched
INV001916,PO000410,V00111,1022.41,2025-12-15,Unpaid,,Net 30,Matched
INV001917,PO002736,V00169,47840.75,2024-06-05,Paid,2024-07-18,Net 45,Matched
INV001918,PO000104,V00181,2220.12,2024-06-06,Paid,2024-08-02,Net 60,Matched
INV001919,PO001094,V00402,1890.55,2025-01-10,Paid Late,2025-03-21,Net 60,Matched
INV001920,PO002624,V00238,19362.76,2025-01-20,Paid Late,2025-03-28,Net 60,Matched
INV001921,PO001648,V00403,11272.26,2024-04-17,Paid,2024-05-01,Net 15,Matched
INV001922,PO000591,V00145,31470.19,2024-02-07,Paid,2024-02-27,Net 30,Matched
INV001923,PO000881,V00278,44739.43,2024-06-07,Paid,2024-07-26,Net 45,Missing Receipt
INV001924,PO005432,V00337,7744.24,2024-05-12,Paid,2024-07-16,Net 60,Price Variance
INV001925,PO003686,V00326,1462.41,2024-05-02,Paid,2024-07-06,Net 60,Matched
INV001926,PO003693,V00417,12170.46,2024-04-21,Paid,2024-06-07,Net 60,Matched
INV001927,PO000746,V00169,45089.06,2025-05-11,Paid,2025-07-02,Net 60,Matched
INV001928,PO005243,V00368,55763.24,2024-08-31,Paid,2024-10-12,Net 45,Matched
INV001929,PO004049,V00368,48630.5,2024-10-20,Paid,2024-10-25,Net 15,Matched
INV001930,PO003701,V00362,3260.25,2025-11-12,Unpaid,,Net 60,Matched
INV001931,PO005451,V00337,44838.9,2024-09-18,Paid Late,2024-11-27,Net 60,Matched
INV001932,PO005025,V00266,1922.03,2025-10-01,Paid,2025-11-20,Net 60,Matched
INV001933,PO003610,V00114,2796.93,2024-10-08,Paid,2024-11-04,Net 30,Price Variance
INV001934,PO004147,V00400,9515.18,2024-05-26,Paid,2024-06-05,Net 15,Price Variance
INV001935,PO002655,V00366,2704.13,2024-06-18,Paid,2024-07-02,Net 15,Matched
INV001936,PO005207,V00179,15408.92,2024-11-10,Paid,2024-12-29,Net 45,Matched
INV001937,PO001909,V00078,12381.41,2025-03-30,Paid,2025-05-22,Net 60,Matched
INV001938,PO003900,V00482,1139.95,2025-08-17,Paid,2025-09-05,Net 15,Matched
INV001939,PO003348,V00222,23877.26,2024-06-01,Paid,2024-07-27,Net 60,Matched
INV001940,PO003478,V00184,666.61,2024-06-09,Paid,2024-07-29,Net 45,Matched
INV001941,PO000314,V00305,34120.52,2025-04-03,Paid,2025-05-25,Net 60,Matched
INV001942,PO001124,V00216,4283.86,2025-01-28,Paid,2025-04-01,Net 60,Matched
INV001943,PO001783,V00275,6060.19,2024-08-27,Paid Late,2024-10-07,Net 30,Missing Receipt
INV001944,PO000791,V00359,1893.32,2024-07-19,Paid,2024-07-31,Net 15,Matched
INV001945,PO004293,V00026,10608.17,2025-10-13,Paid,2025-11-17,Net 30,Missing Receipt
INV001946,PO001396,V00221,4327.43,2025-06-15,Paid,2025-07-09,Net 30,Matched
INV001947,PO001371,V00142,6464.45,2025-01-09,Paid,2025-01-17,Net 15,Matched
INV001948,PO000560,V00169,14407.49,2025-06-29,Paid,2025-07-11,Net 30,Matched
INV001949,PO004621,V00239,15912.26,2025-09-27,Paid,2025-11-11,Net 60,Matched
INV001950,PO002348,V00207,11198.17,2024-12-06,Paid,2025-01-17,Net 45,Matched
INV001951,PO003895,V00490,625.25,2025-04-22,Paid,2025-05-26,Net 30,Matched
INV001952,PO004902,V00492,64062.87,2024-11-10,Paid,2025-01-06,Net 60,Matched
INV001953,PO000519,V00223,117655.89,2025-03-10,Paid,2025-04-19,Net 45,Matched
INV001954,PO000573,V00108,3035.91,2025-09-26,Paid,2025-10-09,Net 15,Matched
INV001955,PO000301,V00093,5701.09,2025-10-14,Paid Late,2025-12-28,Net 60,Price Variance
INV001956,PO005367,V00231,35322.29,2024-08-22,Paid,2024-10-07,Net 60,Price Variance
INV001957,PO002579,V00185,27280.68,2025-07-10,Paid,2025-07-24,Net 15,Matched
INV001958,PO001593,V00096,6455.9,2024-10-14,Paid,2024-10-26,Net 15,Matched
INV001959,PO000890,V00222,15013.04,2025-03-15,Paid,2025-04-18,Net 30,Matched
INV001960,PO000776,V00261,2466.61,2025-08-14,Paid,2025-10-01,Net 45,Matched
INV001961,PO003820,V00288,7521.49,2024-02-20,Paid,2024-03-11,Net 15,Matched
INV001962,PO002449,V00440,8504.13,2026-01-06,Unpaid,,Net 60,Missing Receipt
INV001963,PO005218,V00164,12950.12,2024-06-30,Paid,2024-07-18,Net 15,Matched
INV001964,PO004747,V00354,30860.97,2025-01-04,Paid,2025-02-18,Net 45,Matched
INV001965,PO000644,V00011,6395.76,2024-04-03,Paid Late,2024-04-30,Net 15,Matched
INV001966,PO001640,V00084,10484.18,2025-05-08,Paid,2025-06-03,Net 30,Matched
INV001967,PO003254,V00336,7352.01,2025-07-02,Paid,2025-08-04,Net 30,Matched
INV001968,PO003011,V00171,44533.19,2024-08-06,Paid,2024-09-30,Net 60,Matched
INV001969,PO000317,V00179,95052.55,2025-04-23,Paid Late,2025-07-07,Net 60,Matched
INV001970,PO000734,V00337,11275.62,2025-12-29,Unpaid,,Net 60,Price Variance
INV001971,PO003034,V00395,17503.65,2025-10-31,Paid,2025-12-28,Net 60,Matched
INV001972,PO002732,V00178,5756.8,2025-05-19,Paid Late,2025-07-09,Net 45,Matched
INV001973,PO004573,V00038,11439.65,2026-01-09,Unpaid,,Net 45,Matched
INV001974,PO005331,V00385,18326.86,2025-09-28,Paid Late,2025-11-07,Net 30,Matched
INV001975,PO001210,V00226,15561.32,2025-04-24,Paid,2025-05-13,Net 30,Matched
INV001976,PO004528,V00166,3995.57,2025-02-15,Paid,2025-03-30,Net 45,Matched
INV001977,PO003853,V00494,3014.9,2025-09-05,Paid,2025-09-20,Net 30,Matched
INV001978,PO001799,V00142,7100.15,2024-04-07,Paid,2024-05-20,Net 45,Missing Receipt
INV001979,PO001798,V00499,1219.11,2025-07-24,Paid,2025-09-07,Net 45,Matched
INV001980,PO002338,V00356,94762.12,2024-04-14,Paid,2024-04-29,Net 15,Missing Receipt
INV001981,PO003532,V00169,108166.32,2025-01-10,Paid,2025-02-06,Net 30,Matched
INV001982,PO002897,V00451,7059.59,2025-12-10,Paid,2025-12-17,Net 15,Missing Receipt
INV001983,PO003057,V00130,6765.1,2024-03-11,Paid Late,2024-04-06,Net 15,Missing Receipt
INV001984,PO004317,V00146,11796.35,2025-02-11,Paid,2025-03-01,Net 30,Matched
INV001985,PO002315,V00196,2716.24,2025-11-01,Paid Late,2025-12-11,Net 30,Matched
INV001986,PO002126,V00005,17901.35,2024-03-07,Paid,2024-04-24,Net 45,Matched
INV001987,PO002222,V00368,22451.56,2026-01-19,Unpaid,,Net 45,Matched
INV001988,PO004019,V00368,10507.11,2024-05-02,Paid,2024-05-20,Net 15,Price Variance
INV001989,PO004350,V00272,22604.04,2025-03-20,Paid,2025-04-21,Net 30,Matched
INV001990,PO002713,V00465,15647.83,2024-05-28,Paid,2024-07-29,Net 60,Matched
INV001991,PO000124,V00369,38530.45,2025-07-22,Paid,2025-08-20,Net 30,Price Variance
INV001992,PO002982,V00239,11801.52,2025-11-03,Paid,2025-12-01,Net 30,Matched
INV001993,PO004311,V00313,23183.3,2025-10-15,Paid,2025-11-04,Net 15,Matched
INV001994,PO004054,V00321,147736.56,2025-12-19,Unpaid,,Net 60,Matched
INV001995,PO000028,V00121,54654.58,2025-11-24,Unpaid,,Net 60,Matched
INV001996,PO003884,V00368,4353.59,2025-05-27,Paid,2025-07-01,Net 30,Matched
INV001997,PO002447,V00008,95303.67,2025-05-03,Paid,2025-06-24,Net 60,Missing Receipt
INV001998,PO003264,V00042,4873.13,2024-02-24,Paid,2024-02-29,Net 15,Missing Receipt
INV001999,PO004762,V00119,4015.51,2025-07-06,Paid Late,2025-08-04,Net 15,Matched
INV002000,PO002118,V00169,93281.74,2025-05-04,Paid Late,2025-05-31,Net 15,Matched
INV002001,PO004386,V00268,9965.19,2024-03-23,Paid Late,2024-05-28,Net 60,Missing Receipt
INV002002,PO002612,V00291,14017.93,2025-09-14,Paid,2025-10-25,Net 45,Matched
INV002003,PO002351,V00052,12952.87,2025-08-17,Paid Late,2025-10-12,Net 45,Matched
INV002004,PO005479,V00422,11620.25,2024-04-28,Paid,2024-06-08,Net 45,Price Variance
INV002005,PO004921,V00430,6623.39,2025-12-12,Unpaid,,Net 30,Matched
INV002006,PO005457,V00182,4392.18,2024-04-25,Paid,2024-06-25,Net 60,Matched
INV002007,PO001483,V00415,39577.44,2025-12-22,Unpaid,,Net 45,Matched
INV002008,PO002582,V00145,8710.7,2025-12-10,Paid,2025-12-15,Net 15,Matched
INV002009,PO005116,V00149,56791.22,2025-10-15,Paid,2025-11-30,Net 45,Matched
INV002010,PO004384,V00212,2409.3,2024-02-17,Paid Late,2024-03-10,Net 15,Price Variance
INV002011,PO001350,V00370,13685.77,2024-02-12,Paid,2024-03-24,Net 45,Matched
INV002012,PO001664,V00419,176803.12,2024-03-03,Paid,2024-04-04,Net 45,Matched
INV002013,PO000238,V00012,3438.73,2024-04-18,Paid,2024-04-23,Net 15,Matched
INV002014,PO004144,V00485,2237.68,2024-12-09,Paid,2024-12-16,Net 15,Matched
INV002015,PO001356,V00335,25951.38,2025-10-21,Paid,2025-12-23,Net 60,Matched
INV002016,PO005496,V00045,2092.69,2025-12-26,Unpaid,,Net 45,Price Variance
INV002017,PO003924,V00463,5314.31,2024-10-16,Paid Late,2024-12-25,Net 60,Matched
INV002018,PO002285,V00169,48863.85,2025-04-18,Paid Late,2025-06-19,Net 45,Price Variance
INV002019,PO004508,V00038,21701.1,2024-06-16,Paid,2024-07-08,Net 30,Matched
INV002020,PO004532,V00285,28801.35,2025-09-30,Paid,2025-10-13,Net 15,Price Variance
INV002021,PO004604,V00261,9871.32,2024-12-23,Paid Late,2025-01-16,Net 15,Matched
INV002022,PO004606,V00134,7307.86,2024-11-13,Paid Late,2024-12-21,Net 30,Matched
INV002023,PO003550,V00056,6906.67,2024-03-30,Paid,2024-05-18,Net 60,Missing Receipt
INV002024,PO001130,V00251,8424.39,2025-01-15,Paid Late,2025-03-22,Net 60,Matched
INV002025,PO002186,V00368,115171.24,2024-10-09,Paid Late,2024-12-08,Net 45,Missing Receipt
INV002026,PO002274,V00156,15928.23,2025-10-09,Paid Late,2025-12-18,Net 60,Matched
INV002027,PO003431,V00145,30259.95,2025-01-10,Paid Late,2025-02-17,Net 30,Matched
INV002028,PO003583,V00436,8867.87,2025-12-10,Unpaid,,Net 60,Price Variance
INV002029,PO004836,V00097,4208.2,2025-05-20,Paid Late,2025-06-30,Net 30,Matched
INV002030,PO000681,V00224,30126.58,2025-04-09,Paid,2025-05-10,Net 30,Matched
INV002031,PO003609,V00076,10270.61,2025-05-20,Paid,2025-06-16,Net 30,Matched
INV002032,PO002943,V00297,17799.14,2024-12-28,Paid Late,2025-01-26,Net 15,Matched
INV002033,PO000114,V00403,23534.05,2025-04-05,Paid Late,2025-06-15,Net 60,Matched
INV002034,PO005333,V00087,6430.47,2026-01-12,Unpaid,,Net 60,Matched
INV002035,PO003798,V00219,12740.96,2025-08-01,Paid,2025-09-06,Net 45,Matched
INV002036,PO001601,V00114,3302.63,2024-03-02,Paid,2024-03-15,Net 30,Matched
INV002037,PO001385,V00263,8684.67,2025-01-04,Paid Late,2025-02-14,Net 30,Matched
INV002038,PO003651,V00104,7286.64,2024-09-02,Paid,2024-09-15,Net 15,Matched
INV002039,PO004463,V00166,12728.8,2025-06-05,Paid,2025-07-06,Net 30,Price Variance
INV002040,PO004926,V00318,2528.95,2024-06-06,Paid Late,2024-07-25,Net 30,Price Variance
INV002041,PO000565,V00004,13979.68,2025-10-01,Paid Late,2025-11-14,Net 30,Missing Receipt
INV002042,PO001443,V00434,10047.61,2025-10-07,Paid,2025-11-22,Net 45,Matched
INV002043,PO003448,V00363,55277.62,2024-07-17,Paid,2024-07-22,Net 15,Matched
INV002044,PO003675,V00447,74451.1,2025-09-29,Paid,2025-10-31,Net 45,Matched
INV002045,PO005054,V00095,2827.1,2025-01-12,Paid,2025-02-21,Net 45,Matched
INV002046,PO001087,V00361,34207.26,2025-03-16,Paid,2025-04-06,Net 30,Missing Receipt
INV002047,PO003659,V00468,52555.47,2025-02-17,Paid Late,2025-05-31,Net 60,Matched
INV002048,PO001033,V00216,1253.34,2024-09-20,Paid,2024-11-01,Net 45,Missing Receipt
INV002049,PO004664,V00164,15414.57,2025-08-03,Paid,2025-09-08,Net 45,Price Variance
INV002050,PO004047,V00465,1474.33,2025-12-22,Unpaid,,Net 30,Missing Receipt
INV002051,PO005445,V00272,4955.79,2025-07-08,Paid,2025-08-02,Net 30,Matched
INV002052,PO001353,V00263,20387.9,2026-01-20,Unpaid,,Net 15,Matched
INV002053,PO001400,V00337,1386.22,2025-06-12,Paid Late,2025-07-10,Net 15,Missing Receipt
INV002054,PO003754,V00205,24971.62,2025-12-03,Unpaid,,Net 30,Matched
INV002055,PO003485,V00368,48970.04,2024-09-21,Paid,2024-11-12,Net 60,Matched
INV002056,PO001917,V00348,24209.1,2025-06-18,Paid,2025-08-16,Net 60,Missing Receipt
INV002057,PO000718,V00328,8562.62,2024-11-01,Paid,2024-12-08,Net 45,Matched
INV002058,PO004685,V00196,9032.29,2025-09-17,Paid,2025-10-31,Net 45,Matched
INV002059,PO005472,V00403,2877.95,2025-08-12,Paid,2025-09-15,Net 30,Matched
INV002060,PO000417,V00375,21334.05,2025-07-22,Paid,2025-08-29,Net 45,Matched
INV002061,PO001500,V00362,2726.84,2024-05-18,Paid,2024-06-26,Net 45,Matched
INV002062,PO001891,V00408,6558.18,2024-03-02,Paid,2024-04-17,Net 45,Matched
INV002063,PO000861,V00069,1835.55,2025-12-28,Unpaid,,Net 15,Matched
INV002064,PO002158,V00450,3199.86,2025-04-04,Paid,2025-04-22,Net 15,Matched
INV002065,PO001506,V00368,105577.24,2024-12-19,Paid Late,2025-03-01,Net 60,Matched
INV002066,PO003626,V00326,6670.61,2025-04-20,Paid,2025-05-02,Net 15,Matched
INV002067,PO004022,V00478,47738.26,2025-01-21,Paid Late,2025-03-07,Net 30,Missing Receipt
INV002068,PO000883,V00064,1638.11,2024-02-08,Paid,2024-03-10,Net 30,Price Variance
INV002069,PO002037,V00068,10524.97,2025-05-18,Paid,2025-07-04,Net 45,Matched
INV002070,PO001530,V00434,9974.21,2024-10-09,Paid,2024-10-31,Net 30,Matched
